number,state,value,datetime_start,datetime_complete,duration_s,params_data.batch_size,params_model.dim,params_model.heads,params_model.masking.block_scale,params_model.masking.disk_scale,params_model.masking.level_allocation,params_model.masking.spatial_pattern,params_model.masking_ratio,params_model.num_layers,params_optim.gradient_clip_val,params_optim.lr,params_optim.warmup_epochs,user_attrs_device_hours,user_attrs_dstream/delta_r2,user_attrs_dstream/delta_r2@0.5,user_attrs_dstream/delta_r2@0.75,user_attrs_dstream/n_rows,user_attrs_dstream/r2,user_attrs_dstream/r2_baseline,user_attrs_dstream/self_check_ratio,user_attrs_epochs_completed,user_attrs_global_step,user_attrs_params_total,user_attrs_params_trainable,user_attrs_samples_per_sec,user_attrs_samples_seen,user_attrs_sec_per_epoch,user_attrs_steps_per_sec,user_attrs_sys/dataloader_wait_s,user_attrs_sys/samples_per_sec_step,user_attrs_torch_mem_peak_alloc_gb,user_attrs_torch_mem_peak_reserved_gb,user_attrs_train/batch_size,user_attrs_train/grad_clip_frac,user_attrs_train/grad_clip_frac_epoch,user_attrs_train/grad_clip_frac_step,user_attrs_train/grad_norm,user_attrs_train/grad_norm_decoder,user_attrs_train/grad_norm_encoder,user_attrs_train/input_mean,user_attrs_train/learning_rate,user_attrs_train/loss,user_attrs_train/loss_epoch,user_attrs_train/loss_step,user_attrs_train/weight_norm,user_attrs_trial_dir,user_attrs_val/loss,user_attrs_val/loss_level_1,user_attrs_val/loss_level_16,user_attrs_val/loss_level_8,user_attrs_val/target_var_level_1,user_attrs_val/target_var_level_16,user_attrs_val/target_var_level_8,user_attrs_wall_time_h,user_attrs_wall_time_s,user_attrs_world_size
20,COMPLETE,0.18491871043220134,2026-09-13 21:33:24.322744,2026-09-13 22:26:25.831965,3181.509221,32,256,4,2.0589387811321025,0.7595583420584734,uniform,isotropic_disk,0.7747778033662309,8,0.6611281224932039,0.0002559957379563083,3,0.8825,0.18491871043220134,0.16013720616279783,0.2097002147016049,768.0,0.8281785567890027,0.6432598463568012,1.024171883914491,30.0,9360.0,6174202.0,6174202.0,94.275,299520.0,105.9,2.9461,0.0023980760015547276,272.1979675292969,7.321,7.998,32.0,0.0,0.0,0.0,0.006139495875686407,0.0024142744950950146,0.005495709832757711,0.5419158935546875,8.65475783484726e-07,0.0033689148258417845,0.0033689148258417845,0.00310431607067585,125.9466781616211,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0020,0.0032178463879972696,0.0074803996831178665,0.0007009180262684822,0.0014722209889441729,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.8825,3177.1,1.0
21,COMPLETE,0.18832446020070082,2026-09-13 21:37:07.258160,2026-09-13 22:08:52.829458,1905.571298,32,256,4,2.03839505044634,0.7565599669056973,uniform,isotropic_disk,0.7878248613602432,14,0.738728058804546,0.0003218360649771902,3,0.528,0.18832446020070082,0.16372256944664093,0.21292635095476073,768.0,0.831584306557502,0.6432598463568012,1.0332152226773603,30.0,9360.0,9330874.0,9330874.0,157.569,299520.0,63.36,4.924,0.002464073710143566,241.5525360107422,9.01,9.746,32.0,0.0,0.0,0.0,0.00324810016900301,0.001518564997240901,0.002669058507308364,0.5419158935546875,1.0880701211135602e-06,0.0034219766966998577,0.0034219766966998577,0.0031469694804400206,151.2092742919922,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0021,0.0032593226060271263,0.007580902427434921,0.0006809766637161374,0.001516088261269033,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.528,1900.9,1.0
22,COMPLETE,0.20957028838035277,2026-09-13 21:42:12.628660,2026-09-13 22:07:12.343040,1499.71438,32,256,4,2.0040804811793653,0.7709036159645478,uniform,iid,0.8143524595335572,14,0.7146418333071783,0.0009259742174165372,3,0.4154,0.20957028838035277,0.19768152970337216,0.22145904705733344,768.0,0.852830134737154,0.6432598463568012,1.0326314092423663,30.0,9360.0,9330874.0,9330874.0,200.306,299520.0,49.84,6.2595,0.0025436249561607838,318.7220153808594,8.506,9.383,32.0,0.0,0.0,0.0,0.0030955548863857985,0.001359284739010036,0.0025859239976853132,0.5419158935546875,3.1305532957048854e-06,0.003922418691217899,0.003922418691217899,0.003584856167435646,162.28570556640625,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0022,0.00371858780272305,0.008754054084420204,0.0007768043433316052,0.001624905038625002,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.4154,1495.3,1.0
23,COMPLETE,0.04332310049113075,2026-09-13 21:52:59.073081,2026-09-13 22:27:00.941054,2041.867973,32,256,4,2.0230817734687614,0.7906144182607785,dirichlet,isotropic_disk,0.8028607302736128,13,0.6926370816948697,0.000979689388889463,3,0.566,0.04332310049113075,-0.007519796143599646,0.09416599712586116,768.0,0.6865829468479321,0.6432598463568012,1.0186295402277445,30.0,9360.0,8804762.0,8804762.0,146.996,299520.0,67.92,4.5936,0.002482303883880377,314.096435546875,8.42,9.215,32.0,0.0,0.0,0.0,0.008270352147519588,0.0051765744574368,0.003381674876436591,0.5419158935546875,3.312154603918316e-06,0.00884066242724657,0.00884066242724657,0.00770741468295455,152.55999755859375,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0023,0.0070017483085393906,0.01727512665092945,0.0013696172973141074,0.0023604982998222113,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.566,2037.6,1.0
24,COMPLETE,0.11870036715823946,2026-09-13 22:07:12.351159,2026-09-13 22:33:06.582542,1554.231383,32,256,4,1.9756602341195602,0.8134150379312005,dirichlet,isotropic_disk,0.6833457657458238,10,0.7785747640569111,0.0003157194342132555,1,0.4307,0.11870036715823946,0.10045051435010498,0.13695021996637396,768.0,0.7619602135150408,0.6432598463568012,1.063871847987887,30.0,9360.0,7226426.0,7226426.0,193.185,299520.0,51.68,6.037,0.0024822759442031384,271.8910827636719,9.23,10.107,32.0,0.0,0.0,0.0,0.01958523690700531,0.0026567592285573483,0.019102318212389946,0.5419158935546875,9.25380447824864e-07,0.006574123166501522,0.006574123166501522,0.005264291074126959,135.90380859375,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0024,0.00583108514547348,0.014273731037974358,0.001176489982753992,0.002043034415692091,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.4307,1550.4,1.0
25,COMPLETE,0.16037018072716472,2026-09-13 22:08:52.837118,2026-09-13 22:41:41.833683,1968.996565,32,256,4,2.2604559804692514,0.8095985692143086,dirichlet,iid,0.6877648293641053,10,0.5787609396588966,0.00011208232438882413,1,0.5459,0.16037018072716472,0.14600527582860554,0.1747350856257239,768.0,0.8036300270839659,0.6432598463568012,0.9919870661840915,30.0,9360.0,7226426.0,7226426.0,152.423,299520.0,65.5,4.7632,0.0025219330564141273,295.2716979980469,9.137,9.842,32.0,0.0,0.0,0.0,0.020294534042477608,0.003639752045273781,0.019859779626131058,0.5419158935546875,3.285156822130375e-07,0.004761654417961836,0.004761654417961836,0.004994872026145458,134.54266357421875,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0025,0.004426840227097273,0.01068446971476078,0.0008457388030365109,0.001750313793309033,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.5459,1965.1,1.0
26,COMPLETE,0.1316855815414793,2026-09-13 22:10:48.207632,2026-09-13 23:02:19.792115,3091.584483,32,256,8,2.254915030420904,0.8047185334983545,dirichlet,iid,0.7607798932585181,9,0.6177436074996784,0.00010127711784960117,4,0.8575,0.1316855815414793,0.10041513757189648,0.1629560255110621,768.0,0.7749454278982806,0.6432598463568012,1.0201676200792111,30.0,9360.0,6700125.0,6700125.0,97.025,299520.0,102.9,3.032,0.0026106140576303005,338.8827819824219,7.503,8.195,32.0,0.0,0.0,0.0,0.018300669267773628,0.004675583448261023,0.017518019303679466,0.5419158935546875,3.6921210266882554e-07,0.005531496834009886,0.005531496834009886,0.0053435019217431545,130.3466339111328,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0026,0.005200564861297607,0.012909644283354282,0.0008991117938421667,0.0017929391469806433,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.8575,3087.0,1.0
27,COMPLETE,0.12512839156731473,2026-09-13 22:16:03.824826,2026-09-13 23:08:57.204221,3173.379395,32,512,8,2.2779869823336685,0.9476674353389245,redundancy,isotropic_disk,0.7600896442480094,9,0.25435470670419186,0.00010361334642594164,8,0.8725,0.12512839156731473,0.06014715241308338,0.19010963072154605,768.0,0.7683882379241159,0.6432598463568012,1.050866184579399,30.0,9360.0,21355245.0,21355245.0,95.357,299520.0,104.7,2.9799,0.002597734099254012,208.96595764160156,11.237,12.092,32.0,0.0,0.0,0.0,0.006117339711636305,0.004153891932219267,0.004207300953567028,0.5419158935546875,5.273172405395599e-07,0.003972419071942568,0.003972419071942568,0.0035832487046718597,171.8202667236328,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0027,0.0038582640700042248,0.009335680864751339,0.0007647481979802251,0.0014743636129423976,0.029257824644446373,0.011561979539692402,0.01286841556429863,0.8725,3141.0,1.0
28,COMPLETE,0.2241152531477122,2026-09-13 22:19:23.312132,2026-09-13 23:14:11.693863,3288.381731,16,512,2,2.2838090564529265,0.8120674730238338,uniform,isotropic_disk,0.6838895544130857,12,0.27906599088532,0.0005019551933765312,7,0.912,0.2241152531477122,0.21894550010490443,0.22928500619051995,768.0,0.8673750995045135,0.6432598463568012,1.0391395280111075,30.0,18750.0,27658836.0,27658836.0,91.372,300000.0,109.44,5.7108,0.0013996820198372006,148.01795959472656,9.22,9.801,16.0,0.0,0.0,0.0,0.002646147273480892,0.0010543125681579113,0.0021563845220953226,0.5349574685096741,2.3376189801638247e-06,0.002769147977232933,0.002769147977232933,0.0028995086904615164,220.41815185546875,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0028,0.002629585564136505,0.005828917492181063,0.0006243019015528262,0.0014355366583913565,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.912,3283.3,1.0
29,COMPLETE,0.22287330522149026,2026-09-13 22:26:25.840846,2026-09-13 23:20:46.318211,3260.477365,16,512,2,2.2603121518672187,0.8038320675538226,uniform,isotropic_disk,0.7028267408162205,11,0.23138789342729002,0.0004894787005890329,7,0.9044,0.22287330522149026,0.2149077266089938,0.23083888383398676,768.0,0.8661331515782916,0.6432598463568012,1.0267857861898033,30.0,18750.0,25557972.0,25557972.0,92.142,300000.0,108.53,5.7589,0.0013639420503750443,163.46449279785156,8.303,9.102,16.0,0.0,0.0,0.0,0.002626270754262805,0.0010406381916254759,0.002292764838784933,0.5349574685096741,2.2795154563937103e-06,0.002872342010959983,0.002872342010959983,0.0030258563347160816,210.8502197265625,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0029,0.0027248957194387913,0.006095274817198515,0.0006341871339827776,0.0014452252071350813,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.9044,3255.8,1.0
30,COMPLETE,0.22121226609684116,2026-09-13 22:27:00.950025,2026-09-13 23:05:37.666367,2316.716342,16,512,2,2.2882080059816765,0.8851147570517934,uniform,isotropic_disk,0.6947401933144008,11,0.22975318596951533,0.000500088402083765,7,0.6422,0.22121226609684116,0.21437813339275993,0.22804639880092237,768.0,0.8644721124536424,0.6432598463568012,1.0243862046958954,30.0,18750.0,25557972.0,25557972.0,129.762,300000.0,77.06,8.1101,0.0013136309571564198,160.59991455078125,8.518,9.072,16.0,0.0,0.0,0.0,0.0036441071424633265,0.0015934976981952786,0.0030969379004091024,0.5349574685096741,2.3289251203095773e-06,0.002885364694520831,0.002885364694520831,0.0030233373399823904,213.25228881835938,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0030,0.002741146134212613,0.006150706205517054,0.000648347195237875,0.0014243845362216234,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.6422,2311.9,1.0
31,COMPLETE,0.2233920145839082,2026-09-13 22:33:06.590281,2026-09-13 23:12:22.527979,2355.937698,16,512,2,2.293084581017654,0.8820352229400649,uniform,isotropic_disk,0.7028064155583784,12,0.2460982679345646,0.0005092898881416746,7,0.6531,0.2233920145839082,0.21597489806065584,0.23080913110716053,768.0,0.8666518609407095,0.6432598463568012,1.024239877598548,30.0,18750.0,27658836.0,27658836.0,127.589,300000.0,78.38,7.9743,0.0015773579943925142,153.0054473876953,8.798,9.627,16.0,0.0,0.0,0.0,0.004977487958967686,0.0017543841386213899,0.004453246481716633,0.5349574685096741,2.371776645304635e-06,0.0028684167191386223,0.0028684167191386223,0.0029787300154566765,221.6072998046875,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0031,0.0027241623029112816,0.006082896143198013,0.0006438660202547908,0.0014457253273576498,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.6531,2351.3,1.0
32,COMPLETE,0.2092876029929396,2026-09-13 22:41:41.842333,2026-09-13 23:20:56.721863,2354.87953,16,512,2,2.31039690440801,0.8815356552629311,uniform,isotropic_disk,0.7050538503584295,11,0.2443063579648117,0.0005276281810643876,7,0.6527,0.2092876029929396,0.2027727903527017,0.2158024156331775,768.0,0.8525474493497409,0.6432598463568012,1.0346370581080067,30.0,18750.0,25557972.0,25557972.0,127.667,300000.0,78.33,7.9792,0.0014116708189249039,165.6072235107422,8.288,8.746,16.0,0.0,0.0,0.0,0.00421933876350522,0.001583850127644837,0.0037943630013614893,0.5349574685096741,2.457178652548464e-06,0.0032611435744911432,0.0032611435744911432,0.003474318888038397,217.75125122070312,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0032,0.0031225900165736675,0.007271451875567436,0.0006447592168115079,0.0014515601797029376,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.6527,2349.9,1.0
33,COMPLETE,0.2177253054095256,2026-09-13 23:02:19.800531,2026-09-13 23:56:29.915597,3250.115066,16,512,2,2.3106592432246162,0.9457567281791625,uniform,isotropic_disk,0.7068350179441182,12,0.3236096208905399,0.0005067997828133625,7,0.9013,0.2177253054095256,0.21234887921097848,0.22310173160807265,768.0,0.8609851517663268,0.6432598463568012,1.024775028062505,30.0,18750.0,27658836.0,27658836.0,92.458,300000.0,108.16,5.7786,0.00137549196369946,136.8993377685547,8.775,9.236,16.0,0.0,0.0,0.0,0.002338986610993743,0.0011935511138290167,0.001756673795171082,0.5349574685096741,2.360180360483355e-06,0.0020781478378921747,0.0020781478378921747,0.0021517244167625904,219.75987243652344,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0033,0.0019566067494452,0.003933326806873083,0.0005687341908924282,0.0013677601236850023,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.9013,3244.7,1.0
34,COMPLETE,0.17548919537252783,2026-09-13 23:05:37.674865,2026-09-13 23:43:49.373273,2291.698408,16,512,2,2.3759308878776677,0.9444777678470649,uniform,anisotropic_block,0.7008820192470258,7,0.2631539099031054,0.0005155195052727948,8,0.6355,0.17548919537252783,0.16514554985156524,0.1858328408934904,768.0,0.8187490417293292,0.6432598463568012,1.0252025821443325,30.0,18750.0,17154516.0,17154516.0,131.123,300000.0,76.26,8.1952,0.00135363033041358,170.72702026367188,6.346,6.984,16.0,0.0,0.0,0.0,0.004795217886567116,0.0016447568777948618,0.004191528540104628,0.5349574685096741,2.6236225494358223e-06,0.005311126820743084,0.005311126820743084,0.005612451117485762,179.5260009765625,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0034,0.0050377086736261845,0.012527748011052608,0.0008507908787578344,0.0017345843371003866,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.6355,2287.9,1.0
35,COMPLETE,0.17796089734598708,2026-09-13 23:08:57.213288,2026-09-14 00:03:32.753667,3275.540379,16,512,2,1.8770286854473337,0.8809167674561845,uniform,anisotropic_block,0.709457832840689,7,0.2382748666586289,0.0005602077214368746,7,0.9087,0.17796089734598708,0.16567399201666674,0.1902478026753074,768.0,0.8212207437027884,0.6432598463568012,1.0270048607238536,30.0,18750.0,17154516.0,17154516.0,91.703,300000.0,109.05,5.7315,0.0013528920244425535,130.3138427734375,6.302,6.822,16.0,0.0,0.0,0.0,0.004294991958886385,0.001458583283238113,0.003739071311429143,0.5349574685096741,2.6089023776876274e-06,0.005052434280514717,0.005052434280514717,0.005291571840643883,183.3534393310547,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0035,0.004825702402740717,0.011978717520833015,0.0008148727938532829,0.001683513866737485,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.9087,3271.4,1.0
36,COMPLETE,0.21567543515377366,2026-09-13 23:12:22.536225,2026-09-13 23:56:52.921917,2670.385692,16,512,2,1.860529159624763,0.8793208718125952,uniform,isotropic_disk,0.7062830321714008,12,0.26730079135573936,0.0004189560086548459,7,0.7405,0.21567543515377366,0.210939103200491,0.22041176710705634,768.0,0.858935281510575,0.6432598463568012,1.0312767418747988,30.0,18750.0,27658836.0,27658836.0,112.536,300000.0,88.86,7.0335,0.001398166990838945,136.61398315429688,8.78,9.24,16.0,0.0,0.0,0.0,0.002462453907355666,0.0010483323130756617,0.0019663928542286158,0.5349574685096741,1.9510894162522163e-06,0.0021831446792930365,0.0021831446792930365,0.002222654642537236,211.0677032470703,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0036,0.0020573409274220467,0.004220837261527777,0.0005893330089747906,0.0013618530938401818,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.7405,2665.8,1.0
37,COMPLETE,0.2157209467281279,2026-09-13 23:14:11.702888,2026-09-14 00:07:45.528990,3213.826102,16,512,2,1.852847849262952,0.8301036967274895,uniform,isotropic_disk,0.7060927934122125,12,0.3254353422554268,0.00039433621156797864,7,0.8914,0.2157209467281279,0.2105896144553151,0.22085227900094062,768.0,0.8589807930849291,0.6432598463568012,1.021584599986472,30.0,18750.0,27658836.0,27658836.0,93.488,300000.0,106.97,5.843,0.00142180104739964,151.2073516845703,8.78,9.236,16.0,0.0,0.0,0.0,0.003973179496824741,0.0009964110795408487,0.0036208953242748976,0.5349574685096741,1.836434421420563e-06,0.0023049567826092243,0.0023049567826092243,0.002373130526393652,208.18148803710938,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0037,0.002160005969926715,0.004421429242938757,0.0006313057965599,0.001427283277735114,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.8914,3209.0,1.0
38,COMPLETE,0.2107620047421911,2026-09-13 23:20:46.326262,2026-09-14 00:13:15.598339,3149.272077,16,512,2,1.8317501251462842,0.830637008779981,uniform,isotropic_disk,0.7005066511781777,12,0.32391400829629835,0.0004204900500480341,7,0.8733,0.2107620047421911,0.20488590464727133,0.21663810483711088,768.0,0.8540218510989924,0.6432598463568012,1.033946494263314,30.0,18750.0,27658836.0,27658836.0,95.427,300000.0,104.79,5.9642,0.001386552001349628,153.44482421875,8.84,9.623,16.0,0.0,0.0,0.0,0.006005281116813421,0.0016583040123805404,0.005627933889627457,0.5349574685096741,1.9582334971346427e-06,0.0032122295815497637,0.0032122295815497637,0.003363631200045347,212.5885009765625,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0038,0.003075931454077363,0.007144251838326454,0.0006390510243363678,0.0014444917906075716,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.8733,3143.8,1.0
39,COMPLETE,0.21515397158772456,2026-09-13 23:20:56.729885,2026-09-14 00:06:43.032159,2746.302274,16,512,2,1.8287533024226437,0.8310405160495007,uniform,isotropic_disk,0.7065664780955163,12,0.3026365313541374,0.0004037869405452981,8,0.7615,0.21515397158772456,0.20950707485422757,0.2208008683212216,768.0,0.8584138179445259,0.6432598463568012,1.032965519828623,30.0,18750.0,27658836.0,27658836.0,109.428,300000.0,91.38,6.8392,0.0014342200011014938,136.63792419433594,8.78,9.238,16.0,0.0,0.0,0.0,0.003057669848203659,0.0012556586880236864,0.0026776278391480446,0.5349574685096741,2.0549844066408696e-06,0.0021561775356531143,0.0021561775356531143,0.002243625931441784,208.71566772460938,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0039,0.0020372276194393635,0.00418716948479414,0.0005793750169686973,0.0013451386475935578,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.7615,2741.5,1.0
40,COMPLETE,0.2186133192749118,2026-09-13 23:43:04.612872,2026-09-14 01:11:59.769846,5335.156974,16,512,2,1.875566611779367,0.7920808054933423,uniform,isotropic_disk,0.7072863733657955,12,0.320709402037878,0.00043741823993211505,8,1.479,0.2186133192749118,0.21475847204786824,0.2224681665019553,768.0,0.861873165631713,0.6432598463568012,1.0317230235081973,30.0,18750.0,27658836.0,27658836.0,56.344,300000.0,177.48,3.5215,0.0030804509297013283,65.78699493408203,8.729,9.158,16.0,0.0,0.0,0.0,0.0031900249887257814,0.0011293728603050113,0.0027409500908106565,0.5349575281143188,2.2261435788095696e-06,0.002142326207831502,0.002142326207831502,0.0022257035598158836,212.1240997314453,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0040,0.0020286492072045803,0.004158016759902239,0.000575501297134906,0.0013524278765544295,0.029197249561548233,0.011517881415784359,0.012816101312637329,1.479,5324.5,1.0
41,COMPLETE,0.21582559069900456,2026-09-13 23:43:49.381705,2026-09-14 00:28:42.485927,2693.104222,16,512,2,1.8829489430254487,0.7891844657967455,uniform,isotropic_disk,0.7110877882098005,12,0.32194231733561607,0.0003956553052424038,9,0.7467,0.21582559069900456,0.21037240865516704,0.22127877274284213,768.0,0.8590854370558058,0.6432598463568012,1.0328455006207906,30.0,18750.0,27658836.0,27658836.0,111.595,300000.0,89.61,6.9747,0.001339190173894167,138.7976837158203,8.765,9.287,16.0,0.0,0.0,0.0,0.0033801773097366095,0.0012504856567829847,0.0029722966719418764,0.5349574685096741,2.2095714484748896e-06,0.0021906441543251276,0.0021906441543251276,0.0022576069459319115,208.13003540039062,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0041,0.002066553570330143,0.004248692654073238,0.0005864792037755251,0.001364489202387631,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.7467,2688.3,1.0
42,COMPLETE,0.2182225135972732,2026-09-13 23:56:29.923769,2026-09-14 00:50:21.269357,3231.345588,16,512,2,1.8698631845507636,0.7897462234244828,uniform,isotropic_disk,0.7121321468173007,12,0.18636349632473473,0.0007128565739137286,6,0.8963,0.2182225135972732,0.2116725689143011,0.22477245828024528,768.0,0.8614823599540745,0.6432598463568012,1.0223461134749807,30.0,18750.0,27658836.0,27658836.0,92.976,300000.0,107.55,5.811,0.0014454619958996773,139.4614715576172,8.669,9.293,16.0,0.0,0.0,0.0,0.00232467008754611,0.000921180413570255,0.001773228170350194,0.5349574685096741,3.049293354706606e-06,0.00209606671705842,0.00209606671705842,0.0021610273979604244,242.61215209960938,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0042,0.0019662994891405106,0.0039237975142896175,0.000589614559430629,0.0013854859862476587,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.8963,3226.6,1.0
43,COMPLETE,0.20898125916334254,2026-09-14 00:03:32.762856,2026-09-14 00:57:21.797347,3229.034491,16,512,2,2.161748890119715,0.8312582742015153,redundancy,isotropic_disk,0.7371549580152634,13,0.19513450159503548,0.0003791938034702329,9,0.8884,0.20898125916334254,0.2006399622343149,0.2173225560923702,768.0,0.8522411055201439,0.6432598463568012,1.0456247182702791,30.0,18750.0,29759700.0,29759700.0,93.8,300000.0,106.61,5.8625,0.0014429809525609016,150.83131408691406,8.622,9.152,16.0,0.0,0.0,0.0,0.004334783647209406,0.0017079428071156144,0.003802790306508541,0.5349574685096741,2.117640633514384e-06,0.003265662118792534,0.003265662118792534,0.0034964464139193296,214.63760375976562,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0043,0.0031889970414340496,0.007510144729167223,0.0006731635075993836,0.0013836822472512722,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.8884,3198.3,1.0
44,COMPLETE,0.21003112500094492,2026-09-14 00:06:43.040565,2026-09-14 00:51:47.204043,2704.163478,16,512,2,2.1784523098948134,0.789627434788164,redundancy,anisotropic_disk,0.74190025308701,13,0.19023951291326016,0.0007769030873444782,9,0.744,0.21003112500094492,0.19711734829181782,0.22294490171007206,768.0,0.8532909713577462,0.6432598463568012,1.0418355443547713,30.0,18750.0,29759700.0,29759700.0,112.001,300000.0,89.28,7.0001,0.001595198642462492,138.5098419189453,8.605,9.172,16.0,0.0,0.0,0.0,0.002478297334164381,0.0011871122987940907,0.0019694676157087088,0.5349574685096741,4.338682629168034e-06,0.0025912648998200893,0.0025912648998200893,0.0025758096016943455,263.01788330078125,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0044,0.002509833313524723,0.005491205025464296,0.000685260456521064,0.0013530350988730788,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.744,2678.5,1.0
45,COMPLETE,0.2137114831972262,2026-09-14 00:07:45.537673,2026-09-14 01:02:17.684366,3272.146693,16,512,2,2.1731195455903713,0.7967701193084895,redundancy,anisotropic_disk,0.7363903776501498,13,0.5176327974986225,0.0007550769921747717,9,0.9008,0.2137114831972262,0.20027186651461382,0.22715109987983859,768.0,0.8569713295540274,0.6432598463568012,1.06253959641339,30.0,18750.0,29759700.0,29759700.0,92.514,300000.0,108.09,5.7821,0.0014213219983503222,132.5203857421875,8.627,9.523,16.0,0.0,0.0,0.0,0.002409225096926093,0.001275325776077807,0.0017089546890929341,0.5349574685096741,4.2167930587311275e-06,0.002567722462117672,0.002567722462117672,0.0027585504576563835,259.2589111328125,/scratch/robertson/embl_MuV3D/MuV3D_runs/3D_data/v4_tune_deepz_2026-09-13_192725/trials/trial_0045,0.002673513488844037,0.006012382451444864,0.0006734122289344668,0.0013347459025681019,0.029197249561548233,0.011517882347106934,0.012816101312637329,0.9008,3242.8,1.0
